icao_code,iata_code,latitude,longitude,elevation_ft,airport_name,airport_type,iso_country,iso_region,municipality,scheduled_service
KALX,ALX,32.914699554399995,-85.96299743649999,686.0,Thomas C Russell Field,small_airport,US,US-AL,Alexander City,no
KAMA,AMA,35.219398,-101.706001,3607.0,Rick Husband Amarillo International Airport,medium_airport,US,US-TX,Amarillo,yes
KAMG,xxx,31.53610038757324,-82.50659942626953,200.0,Bacon County Airport,small_airport,US,US-GA,Alma,no
KAMN,AMN,43.322101593,-84.68800354,754.0,Gratiot Community Airport,small_airport,US,US-MI,Alma,no
KAMT,xxx,38.851501,-83.566299,896.0,Alexander Salamon Airport,small_airport,US,US-OH,West Union,no
KAMW,AMW,41.992001,-93.621803,956.0,Ames Municipal Airport,small_airport,US,US-IA,Ames,no
KANB,ANB,33.5882,-85.8581,612.0,Anniston Regional Airport,medium_airport,US,US-AL,Anniston,no
KAND,AND,34.4945983887,-82.70939636230001,782.0,Anderson Regional Airport,medium_airport,US,US-SC,Anderson,no
KANE,xxx,45.145,-93.211401,912.0,Anoka County-Blaine (Janes Field) Airport,small_airport,US,US-MN,Minneapolis,no
KANJ,xxx,46.47919846,-84.36840057,716.0,Sault Ste Marie Municipal Sanderson Field,small_airport,US,US-MI,Sault Ste Marie,no
KANK,SLT,38.5383,-106.04900400000001,7523.0,Salida Airport Harriett Alexander Field,small_airport,US,US-CO,Salida,no
KANP,ANP,38.942902000000004,-76.568398,34.0,Lee Airport,small_airport,US,US-MD,Annapolis,no
KANQ,ANQ,41.639702,-85.083504,995.0,Tri State Steuben County Airport,small_airport,US,US-IN,Angola,no
KANW,ANW,42.579201,-99.992995,2589.0,Ainsworth Regional Airport,small_airport,US,US-NE,Ainsworth,no
KANY,ANY,37.158501,-98.07959699999999,1340.0,Anthony Municipal Airport,small_airport,US,US-KS,Anthony,no
KAOC,xxx,43.6035,-113.334,5332.0,Arco Butte County Airport,small_airport,US,US-ID,Arco,no
KAOH,AOH,40.706902,-84.026703,975.0,Lima Allen County Airport,small_airport,US,US-OH,Lima,no
KAOO,AOO,40.29639816,-78.31999969,1503.0,Altoona Blair County Airport,medium_airport,US,US-PA,Altoona,yes
KAOV,xxx,36.971900939941406,-92.68190002441406,1311.0,Ava Bill Martin Memorial Airport,small_airport,US,US-MO,Ava,no
KAPA,APA,39.57009888,-104.84899899999999,5885.0,Centennial Airport,medium_airport,US,US-CO,Denver,no
KAPC,APC,38.2132,-122.280998,35.0,Napa County Airport,small_airport,US,US-CA,Napa,no
KAPF,APF,26.1525993347,-81.7752990723,8.0,Naples Municipal Airport,medium_airport,US,US-FL,Naples,no
KAPG,APG,39.466202,-76.1688,57.0,Phillips Army Air Field,medium_airport,US,US-MD,Aberdeen Proving Grounds(Aberdeen),no
KAPH,APH,38.068902,-77.318298,220.0,A P Hill AAF (Fort A P Hill) Airport,small_airport,US,US-VA,Fort A. P. Hill,no
KAPN,APN,45.07809829999999,-83.56030273,690.0,Alpena County Regional Airport,medium_airport,US,US-MI,Alpena,yes
KAPS,xxx,30.087,-90.58260200000001,7.0,Port of South Louisiana Executive Regional Airport,small_airport,US,US-LA,Reserve,no
KAPT,APT,35.060699,-85.585297,641.0,Marion County Brown Field,small_airport,US,US-TN,Jasper,no
KAPV,APV,34.575298309299995,-117.18599700899999,3062.0,Apple Valley Airport,small_airport,US,US-CA,Apple Valley,no
KAPY,xxx,26.9687995911,-99.24890136719999,422.0,Zapata County Airport,small_airport,US,US-TX,Zapata,no
KAQO,xxx,30.783700942993,-98.662002563477,1102.0,Llano Municipal Airport,small_airport,US,US-TX,Llano,no
KAQP,xxx,45.227500915527344,-96.00430297851562,1020.0,Appleton Municipal Airport,small_airport,US,US-MN,Appleton,no
KAQR,xxx,34.398300170898,-96.14810180664101,590.0,Atoka Municipal Airport,small_airport,US,US-OK,Atoka,no
KAQW,xxx,42.695899963378906,-73.17040252685547,654.0,Harriman and West Airport,small_airport,US,US-MA,North Adams,no
KAQX,xxx,32.995098,-81.27020300000001,161.0,Allendale County Airport,small_airport,US,US-SC,Allendale,no
KARA,ARA,30.0378,-91.883904,24.0,Acadiana Regional Airport,medium_airport,US,US-LA,New Iberia,no
KARB,ARB,42.2229995728,-83.74559783939999,839.0,Ann Arbor Municipal Airport,small_airport,US,US-MI,Ann Arbor,no
KARG,ARG,36.124666999999995,-90.925111,279.0,Walnut Ridge Regional Airport,small_airport,US,US-AR,Walnut Ridge,no
KARM,WHT,29.254299,-96.154404,100.0,Wharton Regional Airport,small_airport,US,US-TX,Wharton,no
KARR,AUZ,41.771900177,-88.47570037839998,712.0,Aurora Municipal Airport,small_airport,US,US-IL,Chicago/Aurora,no
KART,ART,43.99190139770508,-76.02169799804688,325.0,Watertown International Airport,medium_airport,US,US-NY,Watertown,yes
KARV,ARV,45.92789841,-89.73090363,1629.0,Lakeland-Noble F. Lee Memorial field,small_airport,US,US-WI,Minocqua-Woodruff,no
KARW,BFT,32.4122009277,-80.6343994141,10.0,Beaufort County Airport,small_airport,US,US-SC,Beaufort,no
KASD,xxx,30.345100399999996,-89.82080078,29.0,Slidell Airport,small_airport,US,US-LA,Slidell,no
KASE,ASE,39.22320175,-106.8690033,7820.0,Aspen-Pitkin Co/Sardy Field,medium_airport,US,US-CO,Aspen,yes
KASG,SPZ,36.176399231,-94.11930084229999,1353.0,Springdale Municipal Airport,small_airport,US,US-AR,Springdale,no
KASH,ASH,42.7817,-71.514801,199.0,Nashua Airport / Boire Field,small_airport,US,US-NH,Nashua,no
KASJ,xxx,36.29750061035156,-77.1708984375,68.0,Tri County Airport,small_airport,US,US-NC,Ahoskie,no
KASL,ASL,32.5205001831,-94.30780029299999,357.0,Harrison County Airport,small_airport,US,US-TX,Marshall,no
KASN,ASN,33.569900512699995,-86.05090332030001,529.0,Talladega Municipal Airport,small_airport,US,US-AL,Talladega,no
KAST,AST,46.158000946,-123.87899780299999,15.0,Astoria Regional Airport,medium_airport,US,US-OR,Astoria,no
KASW,xxx,41.27470016479492,-85.84010314941406,850.0,Warsaw Municipal Airport,small_airport,US,US-IN,Warsaw,no
KASX,ASX,46.54850006,-90.91899872,827.0,John F Kennedy Memorial Airport,small_airport,US,US-WI,Ashland,no
KASY,ASY,46.0238990784,-99.3526000977,2032.0,Ashley Municipal Airport,small_airport,US,US-ND,Ashley,no
KATA,xxx,33.10179901123047,-94.19529724121094,280.0,Hall Miller Municipal Airport,small_airport,US,US-TX,Atlanta,no
KATL,ATL,33.6367,-84.428101,1026.0,Hartsfield Jackson Atlanta International Airport,large_airport,US,US-GA,Atlanta,yes
KATS,ATS,32.8525009155,-104.46800231899999,3541.0,Artesia Municipal Airport,small_airport,US,US-NM,Artesia,no
KATW,ATW,44.258098602299995,-88.51909637450001,918.0,Appleton International Airport,small_airport,US,US-WI,Appleton,no
KATY,ATY,44.91400146,-97.15470123,1749.0,Watertown Regional Airport,medium_airport,US,US-SD,Watertown,yes
KAUG,AUG,44.320598602299995,-69.7973022461,352.0,Augusta State Airport,medium_airport,US,US-ME,Augusta,yes
KAUH,xxx,40.89410019,-97.99459839,1803.0,Aurora Municipal Al Potter Field,small_airport,US,US-NE,Aurora,no
KAUM,AUM,43.66500092,-92.93340302,1234.0,Austin Municipal Airport,small_airport,US,US-MN,Austin,no
KAUN,AUN,38.95479965,-121.0820007,1539.0,Auburn Municipal Airport,small_airport,US,US-CA,Auburn,no
KAUO,AUO,32.615101,-85.433998,777.0,Auburn University Regional Airport,small_airport,US,US-AL,Auburn,no
KAUS,AUS,30.197535,-97.662015,542.0,Austin Bergstrom International Airport,large_airport,US,US-TX,Austin,yes
KAUW,AUW,44.9262008667,-89.62660217290001,1201.0,Wausau Downtown Airport,medium_airport,US,US-WI,Wausau,no
KAVC,xxx,36.68830109,-78.05449677,441.0,Mecklenburg Brunswick Regional Airport,small_airport,US,US-VA,South Hill,no
KAVK,xxx,36.77320098876953,-98.6698989868164,1474.0,Alva Regional Airport,small_airport,US,US-OK,Alva,no
KAVL,AVL,35.436199,-82.541801,2165.0,Asheville Regional Airport,medium_airport,US,US-NC,Asheville,yes
KAVO,AVO,27.59119987,-81.52780151,160.0,Avon Park Executive Airport,small_airport,US,US-FL,Avon Park,no
KAVP,AVP,41.338500976599995,-75.72339630130001,962.0,Wilkes Barre Scranton International Airport,medium_airport,US,US-PA,Wilkes-Barre/Scranton,yes
KAVQ,AVW,32.409065000000005,-111.216199,2031.0,Marana Regional Airport,small_airport,US,US-AZ,Marana,no
KAVX,AVX,33.4049,-118.416,1602.0,Catalina Airport,small_airport,US,US-CA,Avalon,no
KAWG,xxx,41.276100158691406,-91.67340087890624,754.0,Washington Municipal Airport,small_airport,US,US-IA,Washington,no
KAWM,AWM,35.135101318400004,-90.2343978882,212.0,West Memphis Municipal Airport,small_airport,US,US-AR,West Memphis,no
KAWO,xxx,48.16070175,-122.1589966,142.0,Arlington Municipal Airport,small_airport,US,US-WA,Arlington,no
KAXA,AXG,43.0778999329,-94.27200317379999,1219.0,Algona Municipal Airport,small_airport,US,US-IA,Algona,no
KAXH,xxx,29.50609970092773,-95.47689819335938,68.0,Houston Southwest Airport,small_airport,US,US-TX,Houston,no
KAXN,AXN,45.866298675500005,-95.3946990967,1425.0,Chandler Field,medium_airport,US,US-MN,Alexandria,no
KAXQ,xxx,41.22579956054688,-79.44100189208984,1458.0,Clarion County Airport,small_airport,US,US-PA,Clarion,no
KAXS,AXS,34.697952,-99.3385,1433.0,Altus Quartz Mountain Regional Airport,small_airport,US,US-OK,Altus,no
KAXV,AXV,40.49340057,-84.29889679,913.0,Neil Armstrong Airport,small_airport,US,US-OH,Wapakoneta,no
KAXX,AXX,36.422000885,-105.290000916,8380.0,Angel Fire Airport,small_airport,US,US-NM,Angel Fire,no
KAYS,AYS,31.249099731399998,-82.39550018310001,142.0,Waycross Ware County Airport,small_airport,US,US-GA,Waycross,no
KAYX,TUH,35.39260101,-86.08580017,1067.0,Arnold Air Force Base,small_airport,US,US-TN,Tullahoma,no
KAZC,xxx,36.95989990234375,-113.01399993896484,4874.0,Colorado City Municipal Airport,small_airport,US,US-AZ,Colorado City,no
KAZE,xxx,31.884700775146484,-82.64739990234375,255.0,Hazlehurst Airport,small_airport,US,US-GA,Hazlehurst,no
KAZO,AZO,42.234901428222656,-85.5521011352539,874.0,Kalamazoo Battle Creek International Airport,medium_airport,US,US-MI,Kalamazoo,yes
KAZU,xxx,35.275101,-94.225197,785.0,Arrowhead Assault Strip,small_airport,US,US-AR,Fort Chaffee,no
KBAB,BAB,39.136101000000004,-121.436996,113.0,Beale Air Force Base,medium_airport,US,US-CA,Marysville,no
KBAC,xxx,46.94100189,-98.01760101,1402.0,Barnes County Municipal Airport,small_airport,US,US-ND,Valley City,no
KBAD,BAD,32.501801,-93.662697,166.0,Barksdale Air Force Base,medium_airport,US,US-LA,Bossier City,no
KBAF,BAF,42.157799,-72.715599,271.0,Westfield-Barnes Regional Airport,medium_airport,US,US-MA,Westfield/Springfield,no
KBAK,CLU,39.262386,-85.895576,656.0,Columbus Municipal Airport,medium_airport,US,US-IN,Columbus,no
KBAM,BAM,40.598999023400005,-116.874000549,4532.0,Battle Mountain Airport,small_airport,US,US-NV,Battle Mountain,no
KBAX,xxx,43.78020096,-82.98539734,763.0,Huron County Memorial Airport,small_airport,US,US-MI,Bad Axe,no
KBAZ,xxx,29.7045,-98.042198,651.0,New Braunfels Municipal Airport,small_airport,US,US-TX,New Braunfels,no
KBBB,BBB,45.331901550299996,-95.6505966187,1039.0,Benson Municipal Airport,small_airport,US,US-MN,Benson,no
KBBD,BBD,31.179300308200002,-99.32389831540002,1827.0,Curtis Field,medium_airport,US,US-TX,Brady,no
KBBG,BKG,36.532082,-93.200544,1302.0,Branson Airport,small_airport,US,US-MO,Branson,yes
KBBP,BTN,34.62170029,-79.73439789,147.0,Marlboro County Jetport H.E. Avent Field,small_airport,US,US-SC,Bennettsville,no
KBBW,BBW,41.4365005493,-99.64219665530001,2547.0,Broken Bow Municipal Airport,small_airport,US,US-NE,Broken Bow,no
KBCB,BCB,37.207599639899996,-80.4077987671,2132.0,Virginia Tech Montgomery Executive Airport,small_airport,US,US-VA,Blacksburg,no
KBCE,BCE,37.706401825,-112.144996643,7590.0,Bryce Canyon Airport,medium_airport,US,US-UT,Bryce Canyon,no
KBCK,xxx,44.25070190429688,-90.85530090332031,836.0,Black River Falls Area Airport,small_airport,US,US-WI,Black River Falls,no
KBCR,xxx,30.843878999999998,-85.601773,85.0,Tri-County Airport,small_airport,US,US-FL,Bonifay,no
KBCT,BCT,26.3784999847,-80.1076965332,13.0,Boca Raton Airport,small_airport,US,US-FL,Boca Raton,no
KBDE,BDE,48.7284011841,-94.61219787600001,1086.0,Baudette International Airport,medium_airport,US,US-MN,Baudette,no
KBDG,BDG,37.58330154,-109.4830017,5868.0,Blanding Municipal Airport,small_airport,US,US-UT,Blanding,no
KBDH,ILL,45.11769867,-95.13040161,1126.0,Willmar Municipal -John L Rice Field,small_airport,US,US-MN,Willmar,no
KBDJ,xxx,46.1374015808,-89.64600372310001,1666.0,Boulder Junction Payzer Airport,small_airport,US,US-WI,Boulder Junction,no
KBDL,BDL,41.93851,-72.688066,173.0,Bradley International Airport,medium_airport,US,US-CT,Hartford,yes
KBDN,xxx,44.09479904,-121.20099640000001,3460.0,Bend Municipal Airport,small_airport,US,US-OR,Bend,no
KBDQ,xxx,35.1362,-92.71350100000001,321.0,Morrilton Municipal Airport,small_airport,US,US-AR,Morrilton,no
KBDR,BDR,41.16350173950195,-73.1261978149414,9.0,Igor I Sikorsky Memorial Airport,medium_airport,US,US-CT,Bridgeport,yes
KBDU,WBU,40.039398193400004,-105.225997925,5288.0,Boulder Municipal Airport,small_airport,US,US-CO,Boulder,no
KBEA,xxx,28.361900329589844,-97.79100036621094,268.0,Beeville Municipal Airport,small_airport,US,US-TX,Beeville,no
KBEC,BEC,37.6944999695,-97.2149963379,1408.0,Beech Factory Airport,small_airport,US,US-KS,Wichita,no
KBED,BED,42.47000122,-71.28900146,133.0,Laurence G Hanscom Field,medium_airport,US,US-MA,Bedford,no
KBEH,BEH,42.128601074200006,-86.4284973145,643.0,Southwest Michigan Regional Airport,small_airport,US,US-MI,Benton Harbor,no
KBFA,xxx,45.16579818725586,-84.92410278320312,719.0,Boyne Mountain Airport,small_airport,US,US-MI,Boyne Falls,no
KBFD,BFD,41.8031005859375,-78.64009857177734,2143.0,Bradford Regional Airport,medium_airport,US,US-PA,Bradford,yes
KBFE,xxx,33.173099517822266,-102.19300079345705,3264.0,Terry County Airport,small_airport,US,US-TX,Brownfield,no
KBFF,BFF,41.87400055,-103.5960007,3967.0,Western Neb. Rgnl/William B. Heilig Airport,medium_airport,US,US-NE,Scottsbluff,yes
KBFI,BFI,47.529999,-122.302002,21.0,Boeing Field King County International Airport,medium_airport,US,US-WA,Seattle,yes
KBFK,xxx,36.863300323486,-99.618698120117,1822.0,Buffalo Municipal Airport,small_airport,US,US-OK,Buffalo,no
KBFL,BFL,35.433601,-119.056999,510.0,Meadows Field,medium_airport,US,US-CA,Bakersfield,yes
KBFM,BFM,30.626800537100006,-88.06809997559998,26.0,Mobile Downtown Airport,medium_airport,US,US-AL,Mobile,no
KBFR,BFR,38.84000015,-86.44539642,727.0,Virgil I Grissom Municipal Airport,small_airport,US,US-IN,Bedford,no
KBGD,BGD,35.70090103149999,-101.39399719200001,3055.0,Hutchinson County Airport,small_airport,US,US-TX,Borger,no
KBGE,BGE,30.971500399999996,-84.63739777,141.0,Decatur County Industrial Air Park,small_airport,US,US-GA,Bainbridge,no
KBGF,xxx,35.177501678466804,-86.06620025634766,979.0,Winchester Municipal Airport,small_airport,US,US-TN,Winchester,no
KBGM,BGM,42.20869827,-75.97979736,1636.0,Greater Binghamton/Edwin A Link field,medium_airport,US,US-NY,Binghamton,yes
KBGR,BGR,44.8074,-68.828102,192.0,Bangor International Airport,medium_airport,US,US-ME,Bangor,yes
KBHB,BHB,44.45000076,-68.36150359999999,83.0,Hancock County-Bar Harbor Airport,medium_airport,US,US-ME,Bar Harbor,yes
KBHC,xxx,31.71380043029785,-82.393798828125,201.0,Baxley Municipal Airport,small_airport,US,US-GA,Baxley,no
KBHK,xxx,46.347599,-104.259002,2975.0,Baker Municipal Airport,small_airport,US,US-MT,Baker,no
KBHM,BHM,33.562901000000004,-86.753502,650.0,Birmingham-Shuttlesworth International Airport,medium_airport,US,US-AL,Birmingham,yes
KBID,BID,41.1680984497,-71.577796936,108.0,Block Island State Airport,small_airport,US,US-RI,Block Island,yes
KBIE,BIE,40.3013000488,-96.75409698490002,1324.0,Beatrice Municipal Airport,small_airport,US,US-NE,Beatrice,yes
KBIF,BIF,31.84950066,-106.3799973,3946.0,Biggs Army Air Field (Fort Bliss),medium_airport,US,US-TX,Fort Bliss/El Paso,no
KBIH,BIH,37.373100280799996,-118.36399841299999,4124.0,Eastern Sierra Regional Airport,medium_airport,US,US-CA,Bishop,no
KBIJ,xxx,31.397499084472656,-84.8947982788086,214.0,Early County Airport,small_airport,US,US-GA,Blakely,no
KBIL,BIL,45.807701,-108.542999,3652.0,Billings Logan International Airport,medium_airport,US,US-MT,Billings,yes
KBIS,BIS,46.77270126342773,-100.74600219726562,1661.0,Bismarck Municipal Airport,medium_airport,US,US-ND,Bismarck,yes
KBIV,xxx,42.742901,-86.107399,698.0,West Michigan Regional Airport,small_airport,US,US-MI,Holland,no
KBIX,BIX,30.4104003906,-88.92440032959999,33.0,Keesler Air Force Base,medium_airport,US,US-MS,Biloxi,no
KBJC,BJC,39.90879822,-105.11699679999998,5673.0,Rocky Mountain Metropolitan Airport,medium_airport,US,US-CO,Denver,no
KBJI,BJI,47.50939941,-94.93370056,1391.0,Bemidji Regional Airport,medium_airport,US,US-MN,Bemidji,no
KBJJ,BJJ,40.8748016357,-81.88829803470001,1136.0,Wayne County Airport,small_airport,US,US-OH,Wooster,no
KBKD,BKD,32.71900177,-98.8909988403,1284.0,Stephens County Airport,small_airport,US,US-TX,Breckenridge,no
KBKE,BKE,44.8372993469,-117.808998108,3373.0,Baker City Municipal Airport,medium_airport,US,US-OR,Baker City,no
KBKF,BFK,39.701698,-104.751999,5662.0,Buckley Space Force Base,medium_airport,US,US-CO,Aurora,no
KBKL,BKL,41.51750183105469,-81.68329620361328,583.0,Burke Lakefront Airport,medium_airport,US,US-OH,Cleveland,no
KBKN,xxx,36.74509811,-97.34960175,1030.0,Blackwell Tonkawa Municipal Airport,small_airport,US,US-OK,Blackwell,no
KBKS,xxx,27.20680046,-98.12120056,113.0,Brooks County Airport,small_airport,US,US-TX,Falfurrias,no
KBKT,BKT,37.0741996765,-77.9574966431,439.0,Allen C Perkinson Blackstone Army Air Field,small_airport,US,US-VA,Blackstone,no
KBKV,xxx,28.47360039,-82.45539856,76.0,Hernando County Airport,small_airport,US,US-FL,Brooksville,no
KBKW,BKW,37.787300109899995,-81.1241989136,2504.0,Raleigh County Memorial Airport,medium_airport,US,US-WV,Beckley,yes
KBKX,BKX,44.304798,-96.816902,1648.0,Brookings Regional Airport,small_airport,US,US-SD,Brookings,no
KBLF,BLF,37.295799255371094,-81.20770263671875,2857.0,Mercer County Airport,medium_airport,US,US-WV,Bluefield,yes
KBLH,BLH,33.6192016602,-114.717002869,399.0,Blythe Airport,medium_airport,US,US-CA,Blythe,no
KBLI,BLI,48.79280090332031,-122.53800201416016,170.0,Bellingham International Airport,medium_airport,US,US-WA,Bellingham,yes
KBLM,BLM,40.18690109,-74.12490082,153.0,Monmouth Executive Airport,small_airport,US,US-NJ,Belmar/Farmingdale,no
KBLU,BLU,39.2750015259,-120.709999084,5284.0,Blue Canyon Nyack Airport,small_airport,US,US-CA,Emigrant Gap,no
KBLV,BLV,38.5452,-89.835197,459.0,Scott AFB/Midamerica Airport,medium_airport,US,US-IL,Belleville,yes
KBMC,BMC,41.552399,-112.061996,4229.0,Brigham City Regional Airport,small_airport,US,US-UT,Brigham City,no
KBMG,BMG,39.14599990844727,-86.61669921875,846.0,Monroe County Airport,medium_airport,US,US-IN,Bloomington,no
KBMI,BMI,40.4771,-88.915901,871.0,Central Illinois Regional Airport at Bloomington-Normal,medium_airport,US,US-IL,Bloomington/Normal,yes
KBML,BML,44.57540131,-71.17590332,1161.0,Berlin Regional Airport,small_airport,US,US-NH,Berlin,no
KBMQ,xxx,30.73889923095703,-98.23860168457031,1284.0,Burnet Municipal Kate Craddock Field,small_airport,US,US-TX,Burnet,no
KBMT,BMT,30.070635,-94.215746,32.0,Beaumont Municipal Airport,small_airport,US,US-TX,Beaumont,no
KBNA,BNA,36.1245002746582,-86.6781997680664,599.0,Nashville International Airport,large_airport,US,US-TN,Nashville,yes
KBNG,BNG,33.922548,-116.850672,2219.0,Banning Municipal Airport,small_airport,US,US-CA,Banning,no
KBNL,BNL,33.25780106,-81.38829803,246.0,Barnwell Regional Airport,small_airport,US,US-SC,Barnwell,no
KBNO,BNO,43.5918998718,-118.955001831,4148.0,Burns Municipal Airport,medium_airport,US,US-OR,Burns,no
KBNW,BNW,42.0495986938,-93.8476028442,1160.0,Boone Municipal Airport,small_airport,US,US-IA,Boone,no
KBOF,BOF,38.854048999999996,-77.012046,20.0,Bolling Air Force Base,heliport,US,US-DC,Washington,no
KBOI,BOI,43.5644,-116.223,2871.0,Boise Air Terminal/Gowen Field,medium_airport,US,US-ID,Boise,yes
KBOK,BOK,42.0746,-124.290001,459.0,Brookings Airport,small_airport,US,US-OR,Brookings,no
KBOS,BOS,42.3643,-71.00520300000001,20.0,Logan International Airport,large_airport,US,US-MA,Boston,yes
KBOW,BOW,27.943399,-81.783401,125.0,Bartow Executive Airport,small_airport,US,US-FL,Bartow,no
KBPG,HCA,32.212601,-101.522003,2573.0,Big Spring Mc Mahon-Wrinkle Airport,small_airport,US,US-TX,Big Spring,no
KBPI,BPI,42.58509827,-110.1110001,6990.0,Miley Memorial Field,medium_airport,US,US-WY,Big Piney,no
KBPK,WMH,36.3689002991,-92.4704971313,928.0,Ozark Regional Airport,medium_airport,US,US-AR,Mountain Home,no
KBPT,BPT,29.9508,-94.020699,15.0,Jack Brooks Regional Airport,medium_airport,US,US-TX,Beaumont/Port Arthur,yes
KBQK,BQK,31.2588005065918,-81.46649932861328,26.0,Brunswick Golden Isles Airport,medium_airport,US,US-GA,Brunswick,yes
KBQP,xxx,32.75510025,-91.88189697,168.0,Morehouse Memorial Airport,small_airport,US,US-LA,Bastrop,no
KBQR,xxx,42.92229843,-78.61229706,750.0,Buffalo Lancaster Regional Airport,small_airport,US,US-NY,Lancaster,no
KBRD,BRD,46.39830017,-94.13809967,1232.0,Brainerd Lakes Regional Airport,medium_airport,US,US-MN,Brainerd,yes
KBRG,xxx,34.645198,-106.834,5194.0,Belen Regional Airport,small_airport,US,US-NM,Belen,no
KBRL,BRL,40.783199310302734,-91.12550354003906,698.0,Southeast Iowa Regional Airport,medium_airport,US,US-IA,Burlington,yes
KBRO,BRO,25.90679931640625,-97.4259033203125,22.0,Brownsville South Padre Island International Airport,medium_airport,US,US-TX,Brownsville,yes
KBRY,BRY,37.8143005371,-85.49960327149999,669.0,Samuels Field,small_airport,US,US-KY,Bardstown,no
KBST,xxx,44.409400939941406,-69.01190185546875,198.0,Belfast Municipal Airport,small_airport,US,US-ME,Belfast,no
KBTA,xxx,41.41809844970703,-96.11360168457031,1325.0,Blair Municipal Airport,small_airport,US,US-NE,Blair,no
KBTF,BTF,40.8694000244,-111.92700195299999,4234.0,Skypark Airport,small_airport,US,US-UT,Bountiful,no
KBTL,BTL,42.307301,-85.251503,952.0,Battle Creek Executive Airport at Kellogg Field,medium_airport,US,US-MI,Battle Creek,no
KBTM,BTM,45.95479965209961,-112.49700164794922,5550.0,Bert Mooney Airport,medium_airport,US,US-MT,Butte,yes
KBTN,TTO,45.815200805664,-97.74310302734399,1318.0,Britton Municipal Airport,small_airport,US,US-SD,Britton,no
KBTP,BTP,40.776901,-79.949699,1248.0,Pittsburgh/Butler Regional Airport,small_airport,US,US-PA,Butler,no
KBTR,BTR,30.533199,-91.149597,70.0,Baton Rouge Metropolitan Airport,medium_airport,US,US-LA,Baton Rouge,yes
KBTV,BTV,44.471900939899996,-73.15329742429998,335.0,Burlington International Airport,medium_airport,US,US-VT,Burlington,yes
KBTY,BTY,36.8610992432,-116.78700256299999,3170.0,Beatty Airport,small_airport,US,US-NV,Beatty,no
KBUB,BUB,41.776699066199996,-99.14969635010002,2182.0,Cram Field,small_airport,US,US-NE,Burwell,no
KBUF,BUF,42.94049835,-78.73220062,728.0,Buffalo Niagara International Airport,large_airport,US,US-NY,Buffalo,yes
KBUM,BUM,38.2897987366,-94.34010314940001,892.0,Butler Memorial Airport,small_airport,US,US-MO,Butler,no
KBUR,BUR,34.197703000000004,-118.356378,778.0,Bob Hope Airport,medium_airport,US,US-CA,Burbank,yes
KBUU,xxx,42.69070053100586,-88.30460357666016,779.0,Burlington Municipal Airport,small_airport,US,US-WI,Burlington,no
KBUY,xxx,36.048500061035156,-79.47489929199219,617.0,Burlington Alamance Regional Airport,small_airport,US,US-NC,Burlington,no
KBVI,BFP,40.7724990845,-80.39140319820001,1253.0,Beaver County Airport,medium_airport,US,US-PA,Beaver Falls,no
KBVN,xxx,41.728599548339844,-98.05580139160156,1806.0,Albion Municipal Airport,small_airport,US,US-NE,Albion,no
KBVO,BVO,36.76250076,-96.01119995,711.0,Bartlesville Municipal Airport,small_airport,US,US-OK,Bartlesville,no
KBVS,MVW,48.470901489300005,-122.42099762,144.0,Skagit Regional Airport,small_airport,US,US-WA,Burlington/Mount Vernon,no
KBVU,BLD,35.947497999999996,-114.861,2201.0,Boulder City-Lake Mead International Airport,medium_airport,US,US-NV,Boulder City,no
KBVX,BVX,35.7262001,-91.64730072,465.0,Batesville Regional Airport,small_airport,US,US-AR,Batesville,no
KBVY,BVY,42.584202000000005,-70.916496,107.0,Beverly Regional Airport,medium_airport,US,US-MA,Beverly / Danvers,no
KBWC,BWC,32.99290085,-115.5169983,-128.0,Brawley Municipal Airport,small_airport,US,US-CA,Brawley,no
KBWD,BWD,31.793600082399998,-98.9564971924,1387.0,Brownwood Regional Airport,small_airport,US,US-TX,Brownwood,no
KBWG,BWG,36.9645004272,-86.41970062259999,547.0,Bowling Green Warren County Regional Airport,medium_airport,US,US-KY,Bowling Green,no
KBWI,BWI,39.1754,-76.668297,146.0,Baltimore/Washington International Thurgood Marshall Airport,large_airport,US,US-MD,Baltimore,yes
KBWP,WAH,46.2440986633,-96.6073989868,968.0,Harry Stern Airport,small_airport,US,US-ND,Wahpeton,no
KBWW,BWM,46.1655193,-103.30075,2965.0,Bowman Regional Airport,small_airport,US,US-ND,Bowman,no
KBXA,BXA,30.8136997223,-89.86499786379999,119.0,George R Carr Memorial Air Field,small_airport,US,US-LA,Bogalusa,no
KBXG,xxx,33.04130172729492,-82.00270080566406,302.0,Burke County Airport,small_airport,US,US-GA,Waynesboro,no
KBXK,BXK,33.422397,-112.68631699999999,1033.0,Buckeye Municipal Airport,small_airport,US,US-AZ,Buckeye,no
KBXM,NHZ,43.89220047,-69.93859863,72.0,Brunswick Executive Airport,medium_airport,US,US-ME,Brunswick,no
KBYG,BYG,44.3810997009,-106.72200012200001,4968.0,Johnson County Airport,small_airport,US,US-WY,Buffalo,no
KBYH,BYH,35.9642982483,-89.94400024410002,254.0,Arkansas International Airport,medium_airport,US,US-AR,Blytheville,no
KBYI,BYI,42.5425987244,-113.77200317399999,4150.0,Burley Municipal Airport,medium_airport,US,US-ID,Burley,no
KBYL,xxx,36.7949981689,-84.1995010376,1178.0,Williamsburg Whitley County Airport,small_airport,US,US-KY,Williamsburg,no
